ROCHE, Regina Maria is creator of Le curé de Lansdowne ou les garnisons, imité de l’anglois de miss Dalton
KLOPSTOCK, Friedrich Gottlieb is creator of Le Messie, poème, traduction nouvelle & seule complète de l’original allemand de Klopstock, par feu M. Louis-Frédéric Petit-Pierre, pasteur à Neuchâtel
http://www.viaf.org/viaf/76591016 is creator of Zélindor et Zaïre, traduction indienne tirée du célèbre auteur indien, Yn-che-cham, par M***
http://www.viaf.org/viaf/41550565 is creator of Entretiens d’Angélique, pour exciter les jeunes personnes du sexe à l’amour & à la pratique de la vertu, par une jeune demoiselle
http://www.viaf.org/viaf/66600460 is creator of Lecture du matin ou nouvelles historiettes en prose, par M. Imbert
BELLIN DE LA LIBORLIÉRE, Louis-François-Marie is creator of Voyage dans le boudoir de Pauline, par L.F.M.B.L.
ALI TCHELEBIIBN SALIH is creator of Contes et fables indiennes de Bidpaï et de Lokman, traduites d’Ali Tchelebi-ben-Saleh, auteur turc, ouvrage commencé par feu M. Galland, continué & fini par M. Cardonne, secrétaire interprète du Roi pour les langues orientales, professeur en langue arabe au Collège royal, inspecteur de la librairie & censeur royal
http://www.viaf.org/viaf/71400872 is creator of Alexandrine ou l’amour est une vertu, par mademoiselle de S***
RASPE, Rudolf Erich is creator of Gulliver ressuscité ou les voyages, campagnes et aventures extraordinaires du baron de Munikhouson
ROSNY. Antoine-Joseph-Nicolas de is creator of Claude et Claudine ou l’amour au village, roman pastoral, imité d’Estelle de Florian
http://www.viaf.org/viaf/46764568 is creator of L’âge d’or, recueil de contes pastoraux par le berger Sylvain
http://www.viaf.org/viaf/61902735 is creator of Saint-Clair et Stéphanie ou l’isle déserte, par W. Sheridan, membre du parlement d’Angleterre, traduit de l’anglais par J.L. M***
http://www.viaf.org/viaf/100201047 is creator of Ossian, fils de Fingal, barde du troisième siècle, poésies galliques traduites sur l’anglois de M. Macpherson par M. Le Tourneur
http://www.viaf.org/viaf/22151624 is creator of Lettres de milady Bedfort, traduites de l’anglois par madame de B... G...
LEGRAND D’AUSSY, le père Pierre-Jean-Baptiste is creator of Fabliaux ou contes du Xlle et du XIIle siècle traduits ou extraits d’après divers manuscrits du temps, avec des notes historiques & critiques & les imitations qui ont été faites de ces contes depuis leur origine jusqu’à nos jours
NIREL, C.-H. is creator of Le voyage forcé, ou manière de tirer avantage des circonstances, tiré des mémoires d’un homme de lettres qui a fait un long séjour en Angleterre & en a observé les mœurs & les usages, par C.H. Nirel, L.M.
BRIEL, J.-H.-D. is creator of Les voyages du (sic) lord Henri, histoire angloise, par J.H.D.B***, auteur du Nouveau petit Pompée & du Danger d’une première faute
PAHIN-CHAMPLAIN DE LA BLANCHERIE, Mammès-m Claude-Catherine is creator of Andréa de Félicia ou mes fredaines, omé de figures en taille-douce
LUCHET, Jean-Pierre-Louis de La Roche du Maine, marquis de is creator of Les folies philosophiques par un homme retiré du monde
SAVIN is creator of Œuvres de monsieur de Montreille
CHEVRIER, François-Antoine is creator of Cela est singulier, histoire égyptienne traduite par un rabin génois
http://www.viaf.org/viaf/73855964 is creator of Voyages d’An ténor en Grèce et en Asie, avec des notions sur l’Egypte, manuscrit trouvé à Herculanum, traduit par E.-F. Lan lier, avec figures
PORTER, Anna Maria is creator of Octavia, traduit de l’anglois de Marie Porter
http://www.viaf.org/viaf/22151844 is creator of Les cinquante francs de Jeannette, par le citoyen Ducray-Duminil
MAGNY, Jean-Baptiste-Michel is creator of Les spectacles nocturnes, ouvrage épisodique
ARNAUD, François-Thomas-Marie de Baculard d’ is creator of Les confidences d’une jolie femme
BERTIN, le chevalier Antoine de is creator of Voyage de Bourgogne, à M***
http://www.viaf.org/viaf/61545697 is creator of Histoire de Jonathan Wild le Grand traduite de l’anglois de M. Fielding, auteur de Joseph Andrews et de Tom Jones
CUVELIER DE TRIE, Jean-Guillaume-A. is creator of Le damoisel et la bergerette ou la femme vindicative, historiette du XVIe. siècle, divisée en trois chapitres, par le citoyen Cuvelier, de la Commission de l’Instruction publique
AILÉ is creator of Œuvres diverses de M. Ailé
GODWIN, William is creator of Les choses comme elles sont ou les aventures de Caleb Williams, par William Godwin, traduit de l’anglois par des gens de la campagne
http://www.viaf.org/viaf/73965562 is creator of Joseph, en neuf chants, par M. Bitaubé de l’Académie royale des sciences et belles-lettres de Prusse
http://www.viaf.org/viaf/4097405 is creator of Tobie, poème en quatre chants, dédié à N.S.P. le pape Clément XIV, par M. Le Clerc
LENNOX, Charlotte Ramsay, Mrs. is creator of Henriette, traduit de l’anglois, par M.....
HAWKESWORTH, John, James MACPHERSON, et et des AUTEURS INCONNUS éd. par l’abbé François ARNAUD et Jean-Baptiste-Antoine SUARD is creator of Variétés littéraires ou recueil de pièces, tant originales que traduites, concernant la philosophie, la littérature et les arts
LOQUET, Marie-Françoise is creator of Entretiens d’Angélique, pour exciter les jeunes personnes du sexe à l’amour & à la pratique de la vertu, par une jeune demoiselle
http://www.viaf.org/viaf/24659422 is creator of Les amours de Lucile et de Doligny
http://www.viaf.org/viaf/49234879 is creator of Le philosophe du Valais ou correspondance philosophique avec des observations de l’éditeur
MAUBERT DE GOUVEST, Jean-Henri is creator of L’école du gentilhomme ou entretiens de feu monsieur le chevalier de B*** avec le comte son neveu sur l’héroïsme et le héros
http://www.viaf.org/viaf/5028250 is creator of Gemance ou la force des passions, anecdote française par Joseph Rosny
BIZET et Hector CHAUSSIER is creator of Le tombeau, ouvrage posthume d’Anne Radcliffe, auteur de l’Abbaye de Sainte-Claire, des Mystères d’Udolphe, de l’Italien, etc., traduit sur le manuscrit par Hector-Chaussier et Bizet
LORY DE NARP, madame is creator of Les victimes de l’amour et de l’inconstance ou lettres de madame de Blainville
DAUBENTON, Marguerite is creator of Zélie dans le désert, par madame D........
MEISSNER, August GotÜieb is creator of Alcibiade enfant, orné de planches en taille douce
http://www.viaf.org/viaf/32019276 is creator of Histoire de miss Honora ou le vice dupe de lui-même
LA GUESNERIE, Charlotte-Marie-Anne Charbonnier de is creator of Mémoires de niiledi B ..., par madame R ...
NAUBERT, Christiane-Bénédicte-Eugénie is creator of Elisabeth, héritière du Tockenbourg ou histoire des dames de Sargans, ouvrage tiré des annales de la Suisse, traduit de l’allemand & orné de figures
HAREN, Willem van is creator of Les aventures de Friso, roi des Gangarides et des Prasiates en dix livres, par M.G. de Haren, avec quelques autres pièces du même auteur traduites du hollandois sur la seconde édition
? is creator of Les soirées de Windsor ou les loisirs d’une famille anglaise
LAUS DE BOISSY, Louis de is creator of L’infortuné ou mémoires de monsieur de ***
STETTEN, Paul von is creator of Lettres d’une femme du quatorzième siècle traduites de l’allemand, ornée de très-belles figures gravées en taille-douce
http://www.viaf.org/viaf/95164108 is creator of Les métamorphoses, poème héroi-comique, traduit de l’allemand de monsieur Zacharie
REGNAULT-WARIN. Jean-Baplisle-Joseph-Innocent-Philadelphc is creator of Roméo et Juliette, roman historique, par J.J. Régnault de Warin, auteur de la Caverne de Strozzi
FENESTRE DE HOTOT, Pierre-Alexandre-Eléonor is creator of Mémoires d’une provinciale écrits par elleunême
http://www.viaf.org/viaf/19675360 is creator of Vie privée et criminelle d’Antoine-François Desrues, contenant les particularités de sa jeunesse, ses mauvaises inclinations, son insigne hypocrisie, & le détail des manoeuvres abominables & des crimes atroces commis, de dessein prémédité, par ce scélérat, envers la dame de Lamotte & son fils
http://www.viaf.org/viaf/39375774 is creator of Histoire corrigée de Robinson Crusoé dans son isle déserte, ouvrage rendu propre à l’instruction de la jeunesse sur l’avis et le plan de Jean-Jacques Rousseau
BAHRDT, Cari Friedrich is creator of Alvaro et Ximcnès ou les coups de l’amour et de la fortune
